Nome_Azienda,URL_Sito,Google_Business_Link,Categoria,Priorita,Email,Telefono,WhatsApp,Immagini,Link_Demo,Data_Generazione,Data_Contatto,Contattato,Citta,Sito_Pre2020,Mobile_Friendly,Channel_Manager,Blog,Criteri_Soddisfatti,Note,Brief_Demo_OpenClaw
San Francesco Resort,https://www.sanfrancescoresort.com,https://www.google.com/maps/search/?api=1&query=San+Francesco+Resort+Agropoli,Hotel/Resort SPA,1,info@sanfrancescoresort.com,+39 0974 270997,,https://www.sanfrancescoresort.com/wp-content/uploads/2018/04/CAMERA.jpg https://www.sanfrancescoresort.com/wp-content/uploads/2018/04/SPA.jpg https://www.sanfrancescoresort.com/wp-content/uploads/2018/05/slider_2_111-1920x675.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/san-francesco-resort-experiences-standard/,2026-06-20,2026-06-16,Sì,Agropoli,Incerto (stack classico),Sì (SEO 92),No (non rilevato),Incerto,4.0,4 stelle ex convento XII sec SPA wellness terrazza vista mare upper. | PageSpeed: perf=51 seo=92 bp=92. Stack: wordpress|jQuery|WordPress|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,San Francesco Resort; Hotel/Resort SPA; Agropoli; 4 stelle ex convento XII sec SPA wellness terrazza vista mare upper; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Discover Cilento,https://www.discovercilento.it,https://www.google.com/maps/search/?api=1&query=Discover+Cilento+Pisciotta,Tour Operator,2,info@discovercilento.it,+39 0974 973555 / +39 333 6096451,https://wa.me/393336096451,https://www.discovercilento.it/wp-content/uploads/2025/03/R_DiscoverCilento_Pisciotta12-scaled.jpg https://www.discovercilento.it/wp-content/plugins/wp-postratings/images/stars_crystal/rating_over.gif https://www.discovercilento.it/wp-content/plugins/gtranslate/flags/svg/en.svg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/discover-cilento-new-template-experiences/,2026-06-15,2026-06-16,Sì,Pisciotta,Incerto (stack classico),Sì (SEO 100),No (non rilevato),Incerto,3.0,Agenzia TO dal 2017 escursioni transfer noleggio gruppi e individuali. | PageSpeed: perf=49 seo=100 bp=96. Stack: wordpress|jQuery|Isotope|WordPress|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,Discover Cilento; Tour Operator; Pisciotta; Agenzia TO dal 2017 escursioni transfer noleggio gruppi e individuali; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
ArcheoTrekking,https://www.archeotrekking.net,https://www.google.com/maps/search/?api=1&query=ArcheoTrekking+Vallo+della+Lucania,Tour Operator,2,info@archeotrekking.net,+39 0974 972417 / +39 348 7798659,https://wa.me/393487798659,https://www.archeotrekking.net/media/slider/slide_archeotrekking.jpg https://www.archeotrekking.net/media/slider/slide_offerte.jpg https://www.archeotrekking.net/media/slider/slide_scuole.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/archeotrekking-cilento-new-template-experiences/,2026-06-15,2026-06-16,Sì,Vallo della Lucania,Incerto (stack classico),Sì (SEO 92),No (non rilevato),Incerto,3.0,TO trekking visite guidate Paestum Velia viaggi istruzione uffici Vallo e Ascea. | PageSpeed: perf=49 seo=92 bp=96. Stack: jQuery|FlexSlider|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,ArcheoTrekking; Tour Operator; Vallo della Lucania; TO trekking visite guidate Paestum Velia viaggi istruzione uffici Vallo e Ascea; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Saline,https://www.hotelsaline.com,https://www.google.com/maps/search/?api=1&query=Hotel+Saline+Palinuro,Hotel 4 stelle,2,info@hotelsaline.com,+39 0974 931112,,https://www.hotelsaline.com/thumb/640x/0/5318f3db2bbd8491404b10cb716cb116/assets/images/public/slider/screen/2l7a2568-l_u10_t1667226994.jpeg.webp https://www.hotelsaline.com/assets/video/poster/hotel_saline.jpg.webp https://www.hotelsaline.com/assets/images/layout/Hotel_Saline_Palinuro_Piscina.jpg.webp,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-saline-cilento-new-template-experiences/,2026-06-15,2026-06-16,Sì,Palinuro,Sì (probabile),Sì (SEO 100),No (non rilevato),Incerto,3.5,Family hotel sul mare piscina spiaggia privata miniclub centro benessere. | PageSpeed: perf=66 seo=100 bp=100. Stack: n/d. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel Saline; Hotel 4 stelle; Palinuro; Family hotel sul mare piscina spiaggia privata miniclub centro benessere; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Palinuro,https://www.hotelpalinuro.net,https://www.google.com/maps/search/?api=1&query=Hotel+Palinuro+Palinuro,Hotel 3 stelle,2,info@hotelpalinuro.net,,,https://www.hotelpalinuro.net/wp-content/uploads/2021/04/257977465-1-768x576.jpg https://www.hotelpalinuro.net/wp-content/uploads/2021/04/20660793.jpg https://www.hotelpalinuro.net/wp-content/uploads/2021/04/20662742-1.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-palinuro-cilento-new-template-experiences/,2026-06-15,2026-06-16,Sì,Palinuro,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,3.5,Via Porto 12 vicino al porto e al centro mid. | PageSpeed: perf=54 seo=92 bp=100. Stack: wordpress|jQuery|jQuery UI|Underscore|Can|WordPress|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel Palinuro; Hotel 3 stelle; Palinuro; Via Porto 12 vicino al porto e al centro mid; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Grand Hotel San Pietro,https://www.grandhotelsanpietro.com,https://www.google.com/maps/search/?api=1&query=Grand+Hotel+San+Pietro+Palinuro,Hotel 4 stelle,3,info@grandhotelsanpietro.com,+39 0974 931466,,https://www.grandhotelsanpietro.com/fileadmin/_processed_/6/f/csm_silas-baisch-OCzvgBqCJKY-unsplash_d9f2a955e1.jpg https://www.grandhotelsanpietro.com/typo3conf/ext/bn_package/Resources/Public/Images/layout/_Wave_01.png https://www.grandhotelsanpietro.com/typo3conf/ext/bn_package/Resources/Public/Images/layout/_Water_02.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/grand-hotel-san-pietro-cilento-new-template-experiences/,2026-06-15,2026-06-16,Sì,Palinuro,Incerto,Sì (SEO 100),Sì (simplebooking),Incerto,2.0,Corso Pisacane sulla spiaggia mid-upper. | PageSpeed: perf=95 seo=100 bp=100. Stack: TYPO3. Booking engine: simplebooking. Blog non verificato (0.5).,Grand Hotel San Pietro; Hotel 4 stelle; Palinuro; Corso Pisacane sulla spiaggia mid-upper; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Albergo Santa Caterina,https://www.albergosantacaterina.com,https://www.google.com/maps/search/?api=1&query=Albergo+Santa+Caterina+Palinuro,Hotel 4 stelle,3,info@albergosantacaterina.com,+39 0974 931019,,https://www.albergosantacaterina.com/fileadmin/_processed_/f/8/csm_shutterstock_145527247_84501006ab.jpg https://www.albergosantacaterina.com/typo3conf/ext/bn_package/Resources/Public/Images/layout/_Wave_01.png https://www.albergosantacaterina.com/typo3conf/ext/bn_package/Resources/Public/Images/layout/_Water_02.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/albergo-santa-caterina-experiences-standard/,2026-06-17,,No,Palinuro,Incerto,Sì (SEO 100),Sì (simplebooking),Incerto,2.0,Storico dal 1949 vista mare spa mid-upper. | PageSpeed: perf=85 seo=100 bp=100. Stack: TYPO3. Booking engine: simplebooking. Blog non verificato (0.5).,Albergo Santa Caterina; Hotel 4 stelle; Palinuro; Storico dal 1949 vista mare spa mid-upper; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel La Torre,https://www.latorrepalinuro.it,https://www.google.com/maps/search/?api=1&query=Hotel+La+Torre+Palinuro,Hotel/Residence,2,info@latorrepalinuro.it,+39 0974 931264 / +39 392 6124842,https://wa.me/393926124842,https://www.latorrepalinuro.it/wp-content/uploads/2023/06/hotel-la-torre-palinuro-panoramica03.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-la-torre-experiences-standard/,2026-06-17,,No,Palinuro,Incerto (stack classico),Sì (SEO 92),No (non rilevato),Incerto,3.0,Via Porto 5 vicino al porto con lido mid. | PageSpeed: perf=81 seo=92 bp=100. Stack: wordpress|WordPress. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel La Torre; Hotel/Residence; Palinuro; Via Porto 5 vicino al porto con lido mid; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Cala d'Arconte Hotel Village,https://www.caladarconte.it,https://www.google.com/maps/search/?api=1&query=Cala+d%27Arconte+Hotel+Village+Marina+di+Camerota,Villaggio alberghiero,3,info@caladarconte.it,+39 0974 932339,,https://www.caladarconte.it/source/arr-lang.png https://www.caladarconte.it/source/star-comment.png https://www.caladarconte.it/ATImg/social/feedback/tripadvisor.png,https://naplesexperiences-netizen.github.io/experiences-demos/demos/cala-darconte-hotel-village-experiences-standard/,2026-06-17,,No,Marina di Camerota,Sì (probabile),Sì (SEO 100),No (non rilevato),Incerto,2.5,Contrada Arconte 9 su spiaggia tra pineta camping village famiglie. | PageSpeed: perf=73 seo=100 bp=69. Stack: jQuery|jQuery UI|yepnope. Booking engine: non rilevato. Blog non verificato (0.5).,Cala d'Arconte Hotel Village; Villaggio alberghiero; Marina di Camerota; Contrada Arconte 9 su spiaggia tra pineta camping village famiglie; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Villaggio La Barca,https://www.villaggiolabarca.it,https://www.google.com/maps/search/?api=1&query=Villaggio+La+Barca+Marina+di+Camerota,Villaggio 3 stelle,3,info@villaggiolabarca.it,+39 0974 932357 / +39 331 1476145,https://wa.me/393311476145,https://villaggiolabarca.it/wp-content/uploads/2025/11/034x2000-768x397.webp https://villaggiolabarca.it/wp-content/uploads/2025/11/030-768x511.webp https://villaggiolabarca.it/wp-content/uploads/2025/11/DSC_6447-HDR123.webp,https://naplesexperiences-netizen.github.io/experiences-demos/demos/villaggio-la-barca-experiences-standard/,2026-06-17,,No,Marina di Camerota,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,2.5,Via Sirene direttamente sul mare famiglie. | PageSpeed: perf=59 seo=92 bp=100. Stack: wordpress|jQuery|jQuery UI|WordPress|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,Villaggio La Barca; Villaggio 3 stelle; Marina di Camerota; Via Sirene direttamente sul mare famiglie; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel La Scogliera,https://www.lascoglierahotel.it,https://www.google.com/maps/search/?api=1&query=Hotel+La+Scogliera+Marina+di+Camerota,Hotel 3 stelle,2,info@lascoglierahotel.it,+39 0974 932019,,https://www.lascoglierahotel.it/wp-content/uploads/2026/01/2-797x610.jpg https://www.lascoglierahotel.it/wp-content/uploads/2026/01/sup_2-797x610.jpg https://www.lascoglierahotel.it/wp-content/uploads/2026/01/slideRist.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-la-scogliera-experiences-standard/,2026-06-17,,No,Marina di Camerota,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,3.5,Lungomare Trieste 97 fronte mare con spiaggia privata. | PageSpeed: perf=55 seo=92 bp=92. Stack: wordpress|jQuery|jQuery UI|ScrollMagic|WordPress|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel La Scogliera; Hotel 3 stelle; Marina di Camerota; Lungomare Trieste 97 fronte mare con spiaggia privata; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Odissea Camping Village,https://www.odisseavillage.com,https://www.google.com/maps/search/?api=1&query=Odissea+Camping+Village+Marina+di+Camerota,Camping village 3 stelle,4,info@odisseavillage.com,+39 0974 931293 / +39 348 6732737,https://wa.me/393486732737,https://www.odisseavillage.com/fileadmin/_processed_/1/b/csm_mourad-saadi-GyDktTa0Nmw-unsplash_d1fa3e9c5f.jpg https://www.odisseavillage.com/fileadmin/_processed_/9/d/csm_FamilyGO_Collection_8dc09d1556.png https://www.odisseavillage.com/typo3conf/ext/bn_package/Resources/Public/Images/layout/_Water_02.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/odissea-camping-village-experiences-standard/,2026-06-17,,No,Marina di Camerota,Incerto,Sì (SEO 100),Sì (simplebooking),Incerto,1.0,Localita Mingardo pineta secolare spiaggia bianca famiglie. | PageSpeed: perf=97 seo=100 bp=100. Stack: TYPO3. Booking engine: simplebooking. Blog non verificato (0.5).,Odissea Camping Village; Camping village 3 stelle; Marina di Camerota; Localita Mingardo pineta secolare spiaggia bianca famiglie; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Villaggio Nessuno,https://www.villaggionessuno.com,https://www.google.com/maps/search/?api=1&query=Villaggio+Nessuno+Marina+di+Camerota,Villaggio/Residence,3,info@villaggionessuno.com,+39 0974 931457,,https://www.villaggionessuno.com/wp-content/uploads/2017/02/6279496749_766a7c5fdd_o-1000x400.jpg https://www.villaggionessuno.com/wp-content/uploads/2017/02/20268348285_992aa8b816_k-1000x400.jpg https://www.villaggionessuno.com/wp-content/uploads/2017/02/Marina-di-Camerota-Spiaggia-del-Troncone-7-1000x400.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/villaggio-nessuno-experiences-standard/,2026-06-17,,No,Marina di Camerota,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,2.5,Contrada Mingardo 3 45000 mq tra pineta e frutteto famiglie. | PageSpeed: perf=61 seo=92 bp=96. Stack: wordpress|jQuery|jQuery UI|jQuery Mobile|WordPress|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,Villaggio Nessuno; Villaggio/Residence; Marina di Camerota; Contrada Mingardo 3 45000 mq tra pineta e frutteto famiglie; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Albergo Delfino,https://www.albergodelfino.it,https://www.google.com/maps/search/?api=1&query=Albergo+Delfino+Marina+di+Camerota,Hotel 3 stelle,2,info@albergodelfino.it,+39 0974 932239 / +39 377 0916590,https://wa.me/393770916590,https://www.albergodelfino.it/wp-content/plugins/revslider/public/assets/assets/dummy.png https://www.albergodelfino.it/wp-content/plugins/google-language-translator/images/flags.png https://www.albergodelfino.it/wp-content/uploads/2021/03/Ingresso_2-Copia.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/albergo-delfino-experiences-standard/,2026-06-17,,No,Marina di Camerota,Sì (probabile),Sì (SEO 85),No (non rilevato),Incerto,3.5,Via Bolivar 55 mid. | PageSpeed: perf=50 seo=85 bp=77. Stack: wordpress|jQuery|jQuery UI|Modernizr|Underscore|yepnope|Isot. Booking engine: non rilevato. Blog non verificato (0.5).,Albergo Delfino; Hotel 3 stelle; Marina di Camerota; Via Bolivar 55 mid; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Riccio,https://www.albergoriccio.it,https://www.google.com/maps/search/?api=1&query=Hotel+Riccio+Marina+di+Camerota,Hotel 3 stelle,3,info@albergoriccio.it,+39 0974 932309 / +39 333 3710902,https://wa.me/393333710902,https://www.albergoriccio.it/wp-content/uploads/2024/05/HotelRiccio_Home_Principale-scaled.webp https://www.albergoriccio.it/wp-content/plugins/gtranslate/flags/svg/it.svg https://www.albergoriccio.it/wp-content/uploads/2024/05/HR_Camere_Main-2.png,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-riccio-experiences-standard/,2026-06-17,,No,Marina di Camerota,No,Sì (SEO 100),No (non rilevato),Incerto,2.5,Lungomare Trieste 93 sul mare al centro 18 camere. | PageSpeed: perf=69 seo=100 bp=96. Stack: wordpress|wp-rocket|LitElement|lit-html|Google Maps|jQuery|j. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel Riccio; Hotel 3 stelle; Marina di Camerota; Lungomare Trieste 93 sul mare al centro 18 camere; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Tirreno,https://www.hoteltirrenosapri.it,https://www.google.com/maps/search/?api=1&query=Hotel+Tirreno+Sapri,Hotel 4 stelle,2,info@hoteltirrenosapri.it,+39 0973 391006,,https://www.hoteltirrenosapri.it/images/ie8-panel/warning_bar_0000_us.jpg https://www.hoteltirrenosapri.it/images/title-decorative-84x8.png https://www.hoteltirrenosapri.it/images/home-01-570x370.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-tirreno-experiences-standard/,2026-06-17,,No,Sapri,Incerto (stack classico),Sì (SEO 91),No (non rilevato),Incerto,3.0,Lungomare Italia 44 fronte mare con spiaggia privata mid-upper. | PageSpeed: perf=63 seo=91 bp=92. Stack: Bootstrap|jQuery|Modernizr|Isotope|Moment.js. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel Tirreno; Hotel 4 stelle; Sapri; Lungomare Italia 44 fronte mare con spiaggia privata mid-upper; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Pisacane,https://www.hotelpisacane.it,https://www.google.com/maps/search/?api=1&query=Hotel+Pisacane+Sapri,Hotel 4 stelle,4,info@hotelpisacane.it,+39 0973 605074 / +39 371 4769261,https://wa.me/393714769261,,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-pisacane-experiences-standard/,2026-06-17,,No,Sapri,No,Sì (SEO 100),Sì (bedzzle),Incerto,1.5,Via Carlo Alberto 35 palazzo ottocentesco ristrutturato gestione familiare. | PageSpeed: perf=60 seo=100 bp=88. Stack: LitElement|lit-html|Google Maps|jQuery|WebFont Loader. Booking engine: bedzzle. Blog non verificato (0.5).,Hotel Pisacane; Hotel 4 stelle; Sapri; Via Carlo Alberto 35 palazzo ottocentesco ristrutturato gestione familiare; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Ristorante Cavaliere,https://www.scariohotelcavaliere.it,https://www.google.com/maps/search/?api=1&query=Hotel+Ristorante+Cavaliere+Scario,Hotel 2 stelle,3,info@scariohotelcavaliere.it,+39 0974 986804,,https://www.scariohotelcavaliere.it/img/immagine_1.jpg https://www.scariohotelcavaliere.it/img/hotel_con_piscina.jpg https://www.scariohotelcavaliere.it/img/immagine_2.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-ristorante-cavaliere-experiences-standard/,2026-06-17,,No,Scario,Sì (probabile),Parziale (SEO 67),No (non rilevato),Incerto,2.5,Via Rione Nuovo 12 centro storico di Scario economico. | PageSpeed: perf=56 seo=67 bp=92. Stack: Bootstrap|jQuery|jQuery UI|Moment.js|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel Ristorante Cavaliere; Hotel 2 stelle; Scario; Via Rione Nuovo 12 centro storico di Scario economico; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
MagicoMar Hotel,https://www.magicomarhotel.it,https://www.google.com/maps/search/?api=1&query=MagicoMar+Hotel+Ascea,Hotel 4 stelle,2,info@magicomarhotel.it,+39 0974 972778,,https://www.magicomarhotel.it/images/facebook.png https://www.magicomarhotel.it/images/googleplus.png https://www.magicomarhotel.it/images/youtube.png,https://naplesexperiences-netizen.github.io/experiences-demos/demos/magicomar-hotel-experiences-standard/,2026-06-17,,No,Ascea,Sì (probabile),Parziale (SEO 77),No (non rilevato),Incerto,3.5,Marina di Ascea 250m dal mare vicino area archeologica Elea-Velia. | PageSpeed: perf=37 seo=77 bp=65. Stack: joomla|jQuery|jQuery UI|MooTools|Joomla. Booking engine: non rilevato. Blog non verificato (0.5).,MagicoMar Hotel; Hotel 4 stelle; Ascea; Marina di Ascea 250m dal mare vicino area archeologica Elea-Velia; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Eleamare Resort,https://www.eleamare.it,https://www.google.com/maps/search/?api=1&query=Eleamare+Resort+Ascea,Resort/Villaggio,3,prenotazioni@eleamare.it,+39 0974 1932200,,https://www.eleamare.it/wp-content/plugins/nd-shortcodes/addons/customizer/shortcodes/top-header/img/share-white.svg https://www.eleamare.it/wp-content/plugins/nd-shortcodes/addons/customizer/shortcodes/top-header/img/star-white.svg https://www.eleamare.it/wp-content/uploads/2022/04/favico-elemare.png,https://naplesexperiences-netizen.github.io/experiences-demos/demos/eleamare-resort-experiences-standard/,2026-06-17,,No,Ascea,Incerto (stack classico),Sì (SEO 92),No (non rilevato),Incerto,2.0,Via Porta Rosa 185 vicino parco archeologico Velia e spiaggia famiglie. | PageSpeed: perf=83 seo=92 bp=50. Stack: wordpress|jQuery|WordPress. Booking engine: non rilevato. Blog non verificato (0.5).,Eleamare Resort; Resort/Villaggio; Ascea; Via Porta Rosa 185 vicino parco archeologico Velia e spiaggia famiglie; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Victoria Resort,https://www.victoriaresort.it,https://www.google.com/maps/search/?api=1&query=Victoria+Resort+Ascea,Hotel 3 stelle,3,info@victoriaresort.it,+39 0974 971640,,,https://naplesexperiences-netizen.github.io/experiences-demos/demos/victoria-resort-experiences-standard/,2026-06-17,,No,Ascea,No,Sì (SEO 100),No (non rilevato),Incerto,2.5,Via di Porta Rosa 49 gestione familiare con piscina mid. | PageSpeed: perf=57 seo=100 bp=100. Stack: jQuery|Preact|WebFont Loader|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,Victoria Resort; Hotel 3 stelle; Ascea; Via di Porta Rosa 49 gestione familiare con piscina mid; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Marulivo Hotel,https://www.marulivohotel.it,https://www.google.com/maps/search/?api=1&query=Marulivo+Hotel+Pisciotta,Hotel di charme,2,info@marulivohotel.it,+39 0974 973792,,https://www.marulivohotel.it/images/servizio/hp_1_1.jpg https://www.marulivohotel.it/images/servizio/hp_1_3.jpg https://www.marulivohotel.it/images/servizio/hp_1_4.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/marulivo-hotel-experiences-standard/,2026-06-17,,No,Pisciotta,Incerto,Sì (SEO 91),No (non rilevato),Incerto,3.0,Via Castello ex monastero XIV sec 11 camere vista mare boutique. | PageSpeed: perf=94 seo=91 bp=46. Stack: Scriptaculous. Booking engine: non rilevato. LUSSO(plus). Blog non verificato (0.5).,Marulivo Hotel; Hotel di charme; Pisciotta; Via Castello ex monastero XIV sec 11 camere vista mare boutique; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Hotel Riviera,https://hotelrivierapisciotta.it,https://www.google.com/maps/search/?api=1&query=Hotel+Riviera+Pisciotta,Hotel 3 stelle,3,info@hotelrivierapisciotta.it,+39 0974 973073,,https://hotelrivierapisciotta.it/wp-content/uploads/2024/11/IMG_0670.jpeg https://hotelrivierapisciotta.it/wp-content/uploads/2024/12/cropped-Hotel-Riviera-Pisciotta.png https://hotelrivierapisciotta.it/wp-content/uploads/2025/08/Hotel-Riviera-Pisciotta-013-980x1470.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/hotel-riviera-experiences-standard/,2026-06-17,,No,Pisciotta,No,Sì (SEO 92),No (non rilevato),Incerto,2.5,Via Colombo Marina di Pisciotta mid. | PageSpeed: perf=76 seo=92 bp=81. Stack: wordpress|wp-rocket|WordPress|WP Rocket. Booking engine: non rilevato. Blog non verificato (0.5).,Hotel Riviera; Hotel 3 stelle; Pisciotta; Via Colombo Marina di Pisciotta mid; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
Villaggio Club La Maree,https://www.lamaree.net,https://www.google.com/maps/search/?api=1&query=Villaggio+Club+La+Maree+Pisciotta,Villaggio 3 stelle,3,villaggio@lamaree.net,+39 0974 973242,,,https://naplesexperiences-netizen.github.io/experiences-demos/demos/villaggio-club-la-maree-experiences-standard/,2026-06-17,,No,Pisciotta,Sì (probabile),Sì (SEO 92),No (non rilevato),Incerto,2.5,Via Fosso della Marina sul mare 165 camere spiaggia privata animazione famiglie. | PageSpeed: perf=62 seo=92 bp=92. Stack: n/d. Booking engine: non rilevato. Blog non verificato (0.5).,Villaggio Club La Maree; Villaggio 3 stelle; Pisciotta; Via Fosso della Marina sul mare 165 camere spiaggia privata animazione famiglie; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
ArcheoTrekking Palinuro,https://www.archeotrekking.net,https://www.google.com/maps/search/?api=1&query=ArcheoTrekking+Palinuro+Palinuro,Tour operator/Agenzia viaggi,2,info@archeotrekking.net,+39 0974 972417 / +39 348 7798659,https://wa.me/393487798659,https://www.archeotrekking.net/media/slider/slide_archeotrekking.jpg https://www.archeotrekking.net/media/slider/slide_offerte.jpg https://www.archeotrekking.net/media/slider/slide_scuole.jpg,https://naplesexperiences-netizen.github.io/experiences-demos/demos/archeotrekking-palinuro-experiences-standard/,2026-06-20,2026-06-16,Sì,Palinuro,Incerto (stack classico),Sì (SEO 92),No (non rilevato),Incerto,3.0,Tour in barca grotte di Palinuro trekking escursioni Cilento. | PageSpeed: perf=51 seo=92 bp=96. Stack: jQuery|FlexSlider|core-js. Booking engine: non rilevato. Blog non verificato (0.5).,ArcheoTrekking Palinuro; Tour operator/Agenzia viaggi; Palinuro; Tour in barca grotte di Palinuro trekking escursioni Cilento; palette mediterranea coerente col segmento; sezioni: hero / camere e servizi / esperienze e territorio / posizione / contatti-prenota; lingue IT/EN; CTA 'Prenota ora / Richiedi disponibilità'
