Region,Nome_Azienda,Email,Status,Data_Contatto,URL_Sito,Categoria,Priorita,Link_Demo,Contattato
Golfo_Napoli_Sorrento,MH Design Hotel,info@mhhotel.it,Draft_Created,,https://www.mhhotel.it,Hotel 4 stelle design,2,,No
Golfo_Napoli_Sorrento,Costantinopoli 104,,Non_Contacted,,https://www.costantinopoli104.it,Hotel boutique 4 stelle,3,,No
Golfo_Napoli_Sorrento,Santa Chiara Boutique Hotel,info@santachiarahotel.com,Draft_Created,,https://www.santachiarahotel.com,Hotel 4 stelle boutique,2,,No
Golfo_Napoli_Sorrento,Hotel Palazzo Decumani,info@palazzodecumani.com,Draft_Created,,http://www.palazzodecumani.com,Hotel 4 stelle boutique,3,,No
Golfo_Napoli_Sorrento,Decumani Hotel de Charme,info@decumani.com,Draft_Created,,https://www.decumani.com,Hotel 3 stelle dimora storica,3,,No
Golfo_Napoli_Sorrento,Chiaja Hotel de Charme,info@hotelchiaia.it,Draft_Created,,https://www.hotelchiaia.it,Hotel 3 stelle dimora storica,3,,No
Golfo_Napoli_Sorrento,Hotel Palazzo Turchini,info@palazzoturchini.it,Draft_Created,,https://www.palazzoturchini.it,Hotel 4 stelle,3,,No
Golfo_Napoli_Sorrento,Hotel Suite Esedra,,Non_Contacted,,https://hotelsuiteesedranapoli.it,Hotel 4 stelle,3,,No
Golfo_Napoli_Sorrento,Campania Incoming,info@campaniaincoming.it,Draft_Created,,https://www.campaniaincoming.it,Tour operator incoming,3,,No
Golfo_Napoli_Sorrento,Napolincoming (Marytour),info@napolincoming.it,Draft_Created,,https://www.napolincoming.it,Tour operator incoming,2,,No
Golfo_Napoli_Sorrento,Bongi Travel,prenotazioni@bongitravel.it,Draft_Created,,https://www.bongitravel.it,Tour operator agenzia viaggi,2,,No
Golfo_Napoli_Sorrento,=== RESUME POINT ===,,Non_Contacted,,,,,,
Isole_del_Golfo,Hotel Mareblu Terme,,Non_Contacted,,https://www.hotelmareblu.it,Hotel 5 stelle,1,,No
Isole_del_Golfo,Grand Hotel Il Moresco,moresco@leohotels.it,Draft_Created,,https://ilmoresco.it,Hotel 5 stelle,1,,No
Isole_del_Golfo,Hotel Terme Manzi,info@termemanzihotel.com,Draft_Created,,https://hoteltermemanzi.it,Hotel 5 stelle,1,,No
Isole_del_Golfo,Hotel Villa Sirena,,Non_Contacted,,https://www.hotelvillasirena.it,Hotel 3-4 stelle,2,,No
Isole_del_Golfo,Albergo della Regina Isabella,info@reginaisabella.it,Draft_Created,,https://www.reginaisabella.com,Hotel 5 stelle lusso,2,,No
Isole_del_Golfo,San Montano Resort & Spa,info@sanmontano.com,Draft_Created,,https://www.sanmontano.com,Hotel 5 stelle,1,,No
Isole_del_Golfo,Grand Hotel delle Terme di Augusto,,Non_Contacted,,https://www.termediaugusto.it,Hotel 5 stelle,1,,No
Isole_del_Golfo,Park Hotel Terme Michelangelo,info@hotelmichelangeloischia.it,Draft_Created,,https://www.hotelmichelangeloischia.it,Hotel 4 stelle,2,,No
Isole_del_Golfo,Hotel Tritone Resort & Spa,tritone@hoteltritoneischia.it,Draft_Created,,https://www.hoteltritoneischia.it,Hotel 4 stelle,2,,No
Isole_del_Golfo,Hotel Paradiso Terme Resort & Spa,info@hotelparadisoterme.it,Draft_Created,,https://www.hotelparadisoischia.com,Hotel 4 stelle,3,,No
Isole_del_Golfo,Park Hotel Terme Mediterraneo,info@hotelmediterraneo.it,Draft_Created,,https://www.hotelmediterraneo.it,Hotel 4 stelle,3,,No
Isole_del_Golfo,Hotel Terme Providence,hotelprovidenceterme.ischia@gmail.com,Draft_Created,,https://www.providence.it,Hotel 4 stelle,2,,No
Isole_del_Golfo,Il Gattopardo Hotel Terme & Beauty Farm,info@ilgattopardo.com,Draft_Created,,https://www.ilgattopardo.com,Hotel 4 stelle,3,,No
Isole_del_Golfo,Hotel Torre Sant'Angelo,info@torresantangelo.com,Draft_Created,,https://www.torresantangelo.com,Hotel 4 stelle,2,,No
Isole_del_Golfo,Hotel Villa Maria Sant'Angelo,info@villamariasantangelo.it,Draft_Created,,https://en.villamariasantangelo.it,Hotel 3 stelle,2,,No
Isole_del_Golfo,Hotel Terme Saint Raphael,info@saintraphael.it,Draft_Created,,https://www.hotelsaintraphaelischia.it,Hotel 4 stelle,2,,No
Isole_del_Golfo,Grand Hotel Quisisana,info@quisisana.com,Draft_Created,,https://www.quisisana.com,Hotel 5 stelle lusso,2,,No
Isole_del_Golfo,Capri Tiberio Palace,info@tiberiopalace.com,Draft_Created,,https://www.capritiberiopalace.it,Hotel 5 stelle,2,,No
Isole_del_Golfo,Hotel Punta Tragara,info@hoteltragara.it,Draft_Created,,https://www.manfredihotels.com/en/punta-tragara,Hotel 5 stelle lusso,1,,No
Isole_del_Golfo,Hotel La Scalinatella,info@scalinatella.com,Draft_Created,,https://www.scalinatella.com,Hotel 5 stelle boutique,1,,No
Isole_del_Golfo,Hotel Villa Brunella,info@villabrunella.it,Draft_Created,,https://www.villabrunella.it,Boutique hotel 4 stelle,2,,No
Isole_del_Golfo,Villa Marina Capri Hotel & Spa,reservations@villamarinacapri.com,Draft_Created,,https://www.villamarinacapri.com,Hotel 5 stelle,1,,No
Isole_del_Golfo,Hotel Caesar Augustus,info@caesar-augustus.com,Draft_Created,,https://www.caesar-augustus.com,Hotel 5 stelle lusso,1,,No
Isole_del_Golfo,Casa Mariantonia,info@casamariantonia.com,Draft_Created,,https://www.casamariantonia.com,Boutique hotel,2,,No
Isole_del_Golfo,Villa Ceselle,,Non_Contacted,,https://www.villaceselle.com,Boutique hotel,2,,No
Isole_del_Golfo,Motoscafisti di Capri,info@motoscafisticapri.com,Draft_Created,,https://www.motoscafisticapri.com,Tour operator barca,2,,No
Isole_del_Golfo,Gianni's Boat,reservations@giannisboat.com,Draft_Created,,https://www.giannisboat.com,Tour operator barca,2,,No
Isole_del_Golfo,Capri Precious,,Non_Contacted,,https://en.capriprecious.com,Tour operator barca,4,,No
Isole_del_Golfo,Capri Mia Boat Tours,info@caprimiaboattours.com,Draft_Created,,https://www.caprimiaboattours.com,Tour operator barca,2,,No
Isole_del_Golfo,Ciro Capri Boats,info@cirosboat.com,Draft_Created,,https://www.cirosboat.com,Tour operator barca,2,,No
Isole_del_Golfo,Hotel Savoia,info@hotelsavoiaprocida.com,Draft_Created,,https://www.hotelsavoiaprocida.com,Hotel 3 stelle,3,,No
Isole_del_Golfo,La Suite Boutique Hotel & Spa,info@lasuiteresort.com,Draft_Created,,https://www.lasuiteresort.com,Hotel 4 stelle boutique,3,,No
Isole_del_Golfo,Hotel La Corricella,info@hotelcorricella.it,Draft_Created,,https://www.hotelcorricella.it,Hotel 3 stelle,4,,No
Isole_del_Golfo,Hotel La Casa sul Mare,info@lacasasulmare.it,Draft_Created,,https://www.lacasasulmare.it,Hotel 4 stelle,4,,No
Isole_del_Golfo,San Michele Boutique Hotel,info@sanmicheleprocida.com,Draft_Created,,https://sanmicheleprocida.com,Hotel boutique,3,,No
Isole_del_Golfo,Vi.Ta Procida Rooms,,Non_Contacted,,https://vitaprocidarooms.it,B&B,3,,No
Isole_del_Golfo,B&B Il Patio,,Non_Contacted,,https://www.bbilpatio.it,B&B,3,,No
Isole_del_Golfo,Pro Loco di Procida,prolocodiprocida@gmail.com,Draft_Created,,http://www.prolocodiprocida.it,Tour operator / associazione turistica,2,,No
Salerno,Albergo Santa Rosa,info@albergosantarosa.it,Draft_Created,,https://www.albergosantarosa.it,Albergo / B&B,3,,No
Salerno,Hotel Montestella 1914,info@montestella1914.it,Draft_Created,,https://montestella1914.it,Hotel 3 stelle,3,,No
Salerno,Grand Hotel Salerno,,Non_Contacted,,https://www.grandhotelsalerno.com,Hotel 4 stelle,2,,No
Salerno,Albergo del Centro Storico,,Non_Contacted,,http://albergodelcentrostorico.com,Albergo / B&B,3,,No
Salerno,B&B Salerno Antica,,Non_Contacted,,https://www.salernoantica.com,B&B dimora storica,3,,No
Salerno,B&B In Centro Storico Salerno,,Non_Contacted,,https://www.incentrostoricosalerno.it,B&B,3,,No
Salerno,Salerno Centro dimora storica,,Non_Contacted,,https://www.salernocentro.it,B&B dimora storica,3,,No
Salerno,Salerno Incoming DMC,tour@salernoincoming.it,Draft_Created,,https://www.salernoincoming.it,Tour operator / DMC incoming,3,,No
Salerno,Campania Incoming,info@campaniaincoming.it,Draft_Created,,https://www.campaniaincoming.it,Tour operator incoming,3,,No
Salerno,Hotel Scapolatiello,direzione@hotelscapolatiello.it,Draft_Created,,https://www.hotelscapolatiello.it,Hotel,2,,No
Salerno,Hotel Victoria Maiorino,info@victoria-hotel.it,Draft_Created,,http://www.victoria-hotel.it,Hotel,3,,No
Salerno,Montecaruso Hotel Diecimare,info@montecaruso.it,Draft_Created,,https://montecaruso.it,Hotel / banqueting,2,,No
Salerno,Agriturismo Sant'Anna,,Non_Contacted,,https://s.anna1939.com,Agriturismo,2,,No
Salerno,Mondo Trezza Travel,info@mondotrezzatravel.it,Draft_Created,,https://www.trezzatravel.it,Agenzia viaggi / incoming,2,,No
