area	citta	name	url	perf	seo	bp	stack	booking	images
Cilento	Acciaroli	Hotel Acciaroli	https://hotelacciaroli.it	68	100	96	wordpress|wp-rocket|react|jQuery|jQuery UI|React|Underscore|		https://hotelacciaroli.it/wp-content/uploads/2023/05/Hotel-Acciaroli-vista-dallalto.jpg https://hotelacciaroli.it/wp-content/uploads/2024/09/Orto-Hotel-Acciaroli.jpg https://hotelacciaroli.it/wp-content/plugins/wpforms/assets/pro/images/vendor/flags.webp
Cilento	Acciaroli	Hotel La Playa	https://www.hotellaplayaacciaroli.it	42	100	96	wordpress|jQuery|Modernizr|FlexSlider|WordPress|core-js		https://www.hotellaplayaacciaroli.it/wp/wp-content/plugins/revslider/sr6/assets/assets/dummy.png https://www.hotellaplayaacciaroli.it/wp/wp-content/uploads/2019/10/camere-800x534.jpg https://www.hotellaplayaacciaroli.it/wp/wp-content/uploads/2022/04/home-spiaggia-2-800x639.jpg
Cilento	Pioppi	Hotel La Vela	https://www.lavelapioppi.com	62	100	96	wordpress|jQuery|ScrollMagic|WordPress|core-js		https://www.lavelapioppi.com/wp/wp-content/uploads/image-on-hover.png https://www.lavelapioppi.com/wp/wp-content/uploads/divider2.png https://www.lavelapioppi.com/wp/wp-content/uploads/checkin.png
Cilento	Paestum	Mec Paestum Hotel	https://www.mechotel.com	52	77	96	wordpress|jQuery|jQuery UI|WordPress|core-js		https://www.mechotel.com/hwsfilemedia/2021/02/Acanforanero.svg
Cilento	Paestum	L'Araba Fenice Hotel & Resort	https://www.arabafenicespa.com	52	92	92	wordpress|jQuery|jQuery UI|WordPress|core-js		https://www.arabafenicespa.com/wp-content/uploads/2026/02/paestum_hotel_5_stelle_mobile.webp https://arabafenicespa.com/wp-content/uploads/2025/07/hotel-paestum-5-stelle.webp https://www.arabafenicespa.com/wp-content/uploads/2025/05/Hotel-Paestum.webp
Cilento	Paestum	Savoy Hotel & Spa Pagano	https://www.paganopaestum.it	25	100	77	wordpress|jQuery|jQuery UI|WordPress|core-js		https://www.paganopaestum.it/wp-content/uploads/2022/06/menubianco-1.svg https://www.paganopaestum.it/wp-content/uploads/2022/06/menuoro.svg https://www.paganopaestum.it/wp-content/uploads/2022/06/fraccia-indientro-piccola-oro.svg
Cilento	Paestum	Hotel Schuhmann	https://www.hotelschuhmann.com	45	92	92	wordpress|jQuery|jQuery UI|Can|Moment.js|WordPress|core-js		https://www.hotelschuhmann.com/wp-content/uploads/2025/02/Basic-01.jpg https://www.hotelschuhmann.com/wp-content/uploads/2025/05/Standard-vista-pineta-05.jpg https://www.hotelschuhmann.com/wp-content/uploads/2025/05/standard-mare-balcone.png
Cilento	Paestum	Paestum Inn Beach Resort	https://paestuminn.com	40	92	100	Bootstrap|jQuery|jQuery UI|Isotope|FlexSlider	simplebooking	https://paestuminn.com/img/gallery/resort-paestum-inn.webp https://paestuminn.com/img/gallery/hotel-giardino-mare.webp https://paestuminn.com/img/gallery/resort-piscina.webp
Cilento	Paestum	Agriturismo Seliano	https://www.agriturismoseliano.it	52	92	100	wordpress|jQuery|Isotope|WordPress|core-js		https://www.agriturismoseliano.it/wp-content/plugins/revslider/sr6/assets/assets/dummy.png https://www.agriturismoseliano.it/wp-content/uploads/2024/02/pattern_piastrella.png https://www.agriturismoseliano.it/wp-content/uploads/2024/02/pattern_inferriata_su_bianco.png
Cilento	Paestum	Il Cannito	https://www.ilcannito.com	57	85	77	wordpress|jQuery|jQuery UI|Modernizr|WordPress	blastness	https://www.ilcannito.com/wp-content/plugins/revslider/public/assets/assets/dummy.png https://www.ilcannito.com/wp-content/uploads/2025/11/C_Slowdown-Hotels_THE-INSIDER_IL-CANNITO_summer-home-page-2025_25-768x432.jpg https://www.ilcannito.com/wp-content/uploads/2025/11/cannito-home-page-4.jpg
Cilento	Vallo della Lucania	Ruggiero Park Hotel	http://www.ruggieroparkhotel.com	66	91	78	jQuery|jQuery UI|FastClick		http://www.ruggieroparkhotel.com/immagini/bandiera-deu.jpg http://www.ruggieroparkhotel.com/immagini/bandiera-eng.jpg http://www.ruggieroparkhotel.com/immagini/bandiera-ita.jpg
Cilento	Agropoli	Cilentour ANBI Travel	https://www.cilentour.com	64	100	96	wordpress|wp-rocket|jQuery|jQuery UI|WordPress|WP Rocket		https://www.cilentour.com/wp-content/plugins/revslider/sr6/assets/assets/dummy.png https://www.cilentour.com/wp-content/uploads/2023/01/pacchetti-benessere-cilento.jpg https://www.cilentour.com/wp-content/uploads/2020/07/backpack-1836594_1920-700x466.jpg
Cilento	Pisciotta	Discover Cilento	https://www.discovercilento.it	49	100	96	wordpress|jQuery|Isotope|WordPress|core-js		https://www.discovercilento.it/wp-content/uploads/2025/03/R_DiscoverCilento_Pisciotta12-scaled.jpg https://www.discovercilento.it/wp-content/plugins/wp-postratings/images/stars_crystal/rating_over.gif https://www.discovercilento.it/wp-content/plugins/gtranslate/flags/svg/en.svg
Cilento	Vallo della Lucania	ArcheoTrekking	https://www.archeotrekking.net	49	92	96	jQuery|FlexSlider|core-js		https://www.archeotrekking.net/media/slider/slide_archeotrekking.jpg https://www.archeotrekking.net/media/slider/slide_offerte.jpg https://www.archeotrekking.net/media/slider/slide_scuole.jpg
Cilento	Palinuro	Hotel Saline	https://www.hotelsaline.com	66	100	100			https://www.hotelsaline.com/thumb/640x/0/5318f3db2bbd8491404b10cb716cb116/assets/images/public/slider/screen/2l7a2568-l_u10_t1667226994.jpeg.webp https://www.hotelsaline.com/assets/video/poster/hotel_saline.jpg.webp https://www.hotelsaline.com/assets/images/layout/Hotel_Saline_Palinuro_Piscina.jpg.webp
Cilento	Palinuro	Hotel Palinuro	https://www.hotelpalinuro.net	54	92	100	wordpress|jQuery|jQuery UI|Underscore|Can|WordPress|core-js		https://www.hotelpalinuro.net/wp-content/uploads/2021/04/257977465-1-768x576.jpg https://www.hotelpalinuro.net/wp-content/uploads/2021/04/20660793.jpg https://www.hotelpalinuro.net/wp-content/uploads/2021/04/20662742-1.jpg
Cilento	Palinuro	Grand Hotel San Pietro	https://www.grandhotelsanpietro.com	95	100	100	TYPO3	simplebooking	https://www.grandhotelsanpietro.com/fileadmin/_processed_/6/f/csm_silas-baisch-OCzvgBqCJKY-unsplash_d9f2a955e1.jpg https://www.grandhotelsanpietro.com/typo3conf/ext/bn_package/Resources/Public/Images/layout/_Wave_01.png https://www.grandhotelsanpietro.com/typo3conf/ext/bn_package/Resources/Public/Images/layout/_Water_02.jpg
Cilento	Palinuro	Albergo Santa Caterina	https://www.albergosantacaterina.com	85	100	100	TYPO3	simplebooking	https://www.albergosantacaterina.com/fileadmin/_processed_/f/8/csm_shutterstock_145527247_84501006ab.jpg https://www.albergosantacaterina.com/typo3conf/ext/bn_package/Resources/Public/Images/layout/_Wave_01.png https://www.albergosantacaterina.com/typo3conf/ext/bn_package/Resources/Public/Images/layout/_Water_02.jpg
Cilento	Palinuro	Hotel La Torre	https://www.latorrepalinuro.it	81	92	100	wordpress|WordPress		https://www.latorrepalinuro.it/wp-content/uploads/2023/06/hotel-la-torre-palinuro-panoramica03.jpg
Cilento	Marina di Camerota	Cala d'Arconte Hotel Village	https://www.caladarconte.it	73	100	69	jQuery|jQuery UI|yepnope		https://www.caladarconte.it/source/arr-lang.png https://www.caladarconte.it/source/star-comment.png https://www.caladarconte.it/ATImg/social/feedback/tripadvisor.png
Cilento	Marina di Camerota	Villaggio La Barca	https://www.villaggiolabarca.it	59	92	100	wordpress|jQuery|jQuery UI|WordPress|core-js		https://villaggiolabarca.it/wp-content/uploads/2025/11/034x2000-768x397.webp https://villaggiolabarca.it/wp-content/uploads/2025/11/030-768x511.webp https://villaggiolabarca.it/wp-content/uploads/2025/11/DSC_6447-HDR123.webp
Cilento	Marina di Camerota	Hotel La Scogliera	https://www.lascoglierahotel.it	55	92	92	wordpress|jQuery|jQuery UI|ScrollMagic|WordPress|core-js		https://www.lascoglierahotel.it/wp-content/uploads/2026/01/2-797x610.jpg https://www.lascoglierahotel.it/wp-content/uploads/2026/01/sup_2-797x610.jpg https://www.lascoglierahotel.it/wp-content/uploads/2026/01/slideRist.jpg
Cilento	Marina di Camerota	Odissea Camping Village	https://www.odisseavillage.com	97	100	100	TYPO3	simplebooking	https://www.odisseavillage.com/fileadmin/_processed_/1/b/csm_mourad-saadi-GyDktTa0Nmw-unsplash_d1fa3e9c5f.jpg https://www.odisseavillage.com/fileadmin/_processed_/9/d/csm_FamilyGO_Collection_8dc09d1556.png https://www.odisseavillage.com/typo3conf/ext/bn_package/Resources/Public/Images/layout/_Water_02.jpg
Cilento	Marina di Camerota	Villaggio Nessuno	https://www.villaggionessuno.com	61	92	96	wordpress|jQuery|jQuery UI|jQuery Mobile|WordPress|core-js		https://www.villaggionessuno.com/wp-content/uploads/2017/02/6279496749_766a7c5fdd_o-1000x400.jpg https://www.villaggionessuno.com/wp-content/uploads/2017/02/20268348285_992aa8b816_k-1000x400.jpg https://www.villaggionessuno.com/wp-content/uploads/2017/02/Marina-di-Camerota-Spiaggia-del-Troncone-7-1000x400.jpg
Cilento	Marina di Camerota	Albergo Delfino	https://www.albergodelfino.it	50	85	77	wordpress|jQuery|jQuery UI|Modernizr|Underscore|yepnope|Isot		https://www.albergodelfino.it/wp-content/plugins/revslider/public/assets/assets/dummy.png https://www.albergodelfino.it/wp-content/plugins/google-language-translator/images/flags.png https://www.albergodelfino.it/wp-content/uploads/2021/03/Ingresso_2-Copia.jpg
Cilento	Marina di Camerota	Hotel Riccio	https://www.albergoriccio.it	69	100	96	wordpress|wp-rocket|LitElement|lit-html|Google Maps|jQuery|j		https://www.albergoriccio.it/wp-content/uploads/2024/05/HotelRiccio_Home_Principale-scaled.webp https://www.albergoriccio.it/wp-content/plugins/gtranslate/flags/svg/it.svg https://www.albergoriccio.it/wp-content/uploads/2024/05/HR_Camere_Main-2.png
Cilento	Sapri	Hotel Tirreno	https://www.hoteltirrenosapri.it	63	91	92	Bootstrap|jQuery|Modernizr|Isotope|Moment.js		https://www.hoteltirrenosapri.it/images/ie8-panel/warning_bar_0000_us.jpg https://www.hoteltirrenosapri.it/images/title-decorative-84x8.png https://www.hoteltirrenosapri.it/images/home-01-570x370.jpg
Cilento	Sapri	Hotel Pisacane	https://www.hotelpisacane.it	60	100	88	LitElement|lit-html|Google Maps|jQuery|WebFont Loader	bedzzle	
Cilento	Scario	Hotel Ristorante Cavaliere	https://www.scariohotelcavaliere.it	56	67	92	Bootstrap|jQuery|jQuery UI|Moment.js|core-js		https://www.scariohotelcavaliere.it/img/immagine_1.jpg https://www.scariohotelcavaliere.it/img/hotel_con_piscina.jpg https://www.scariohotelcavaliere.it/img/immagine_2.jpg
Cilento	Ascea	MagicoMar Hotel	https://www.magicomarhotel.it	37	77	65	joomla|jQuery|jQuery UI|MooTools|Joomla		https://www.magicomarhotel.it/images/facebook.png https://www.magicomarhotel.it/images/googleplus.png https://www.magicomarhotel.it/images/youtube.png
Cilento	Ascea	Eleamare Resort	https://www.eleamare.it	83	92	50	wordpress|jQuery|WordPress		https://www.eleamare.it/wp-content/plugins/nd-shortcodes/addons/customizer/shortcodes/top-header/img/share-white.svg https://www.eleamare.it/wp-content/plugins/nd-shortcodes/addons/customizer/shortcodes/top-header/img/star-white.svg https://www.eleamare.it/wp-content/uploads/2022/04/favico-elemare.png
Cilento	Ascea	Victoria Resort	https://www.victoriaresort.it	57	100	100	jQuery|Preact|WebFont Loader|core-js		
Cilento	Pisciotta	Marulivo Hotel	https://www.marulivohotel.it	94	91	46	Scriptaculous		https://www.marulivohotel.it/images/servizio/hp_1_1.jpg https://www.marulivohotel.it/images/servizio/hp_1_3.jpg https://www.marulivohotel.it/images/servizio/hp_1_4.jpg
Cilento	Pisciotta	Hotel Riviera	https://hotelrivierapisciotta.it	76	92	81	wordpress|wp-rocket|WordPress|WP Rocket		https://hotelrivierapisciotta.it/wp-content/uploads/2024/11/IMG_0670.jpeg https://hotelrivierapisciotta.it/wp-content/uploads/2024/12/cropped-Hotel-Riviera-Pisciotta.png https://hotelrivierapisciotta.it/wp-content/uploads/2025/08/Hotel-Riviera-Pisciotta-013-980x1470.jpg
Cilento	Pisciotta	Villaggio Club La Maree	https://www.lamaree.net	62	92	92			
Cilento	Palinuro	ArcheoTrekking Palinuro	https://www.archeotrekking.net	51	92	96	jQuery|FlexSlider|core-js		https://www.archeotrekking.net/media/slider/slide_archeotrekking.jpg https://www.archeotrekking.net/media/slider/slide_offerte.jpg https://www.archeotrekking.net/media/slider/slide_scuole.jpg
Cilento	Marina di Camerota	Cooperativa Cilento Blu	https://www.coopcilentoblu.com	56	92	100	wordpress|LitElement|lit-html|Google Maps|jQuery|jQuery UI|M		https://www.coopcilentoblu.com/wp-content/uploads/2017/02/Cala-degli-Infreschi.jpg https://www.coopcilentoblu.com/wp-content/plugins/google-language-translator/images/flags.png https://www.coopcilentoblu.com/wp-content/uploads/2026/01/Grotta-del-Pozzallo_compressed.jpg
Costiera Amalfitana	Maiori	Hotel Panorama	https://www.hotelpanoramamaiori.com	8	85	96	wordpress|jQuery|jQuery UI|WordPress|core-js		https://www.hotelpanoramamaiori.com/wp-content/uploads/2021/06/20140705-_DSC0082.jpg https://www.hotelpanoramamaiori.com/wp-content/plugins/revslider/sr6/assets/assets/dummy.png https://www.hotelpanoramamaiori.com/wp-content/uploads/2024/03/Roof-Terrace.svg
Cilento	San Marco di Castellabate	New Hotel Sonia	http://www.hotelsonia.it	FAIL					
